# postcodes.txt
#
# This file is distributed as part of FindMyNearest. It contains
# calculated mean locations for GB postcode areas, districts and
# sectors.
#
# These data are derived from the Ordnance Survey Code Point Open
# data and are made availabe under the Creative Commons 
# Attribution 3.0 licence, see
# http://creativecommons.org/licenses/by/3.0/
#
# Any derivitive work must retain the following attribution
#
# Contains Ordnance Survey data (c) Crown copyright and 
# database right 2010
#
# Contains Royal Mail data (c) Royal Mail copyright and 
# database right 2010
#
# postcode	eastings	northings
L7 6	337216	389706
L7 7	335843	389796
L7 8	336415	390725
L7 9	338033	390629
L7	336940	390296
L70 1	335334	390365
L70 2	337872	392814
L70 8	335243	390397
L70 9	335243	390397
L70	335602	390649
L71 2	335353	393836
L71	335353	393836
L72 0	333759	398884
L72 1	336331	397799
L72 8	335045	398341
L72	335094	398321
L73 6	335243	390397
L73	335243	390397
L74 4	334376	388924
L74	334376	388924
L75 1	334788	394295
L75 2	334464	394460
L75	334690	394345
L8 0	336970	389011
L8 1	335838	389130
L8 2	336404	388955
L8 3	336538	388227
L8 4	335817	387784
L8 5	335258	388741
L8 6	335331	388250
L8 7	335935	389449
L8 8	335982	388544
L8 9	336116	387462
L8	336048	388558
L9 0	336915	397346
L9 1	336233	395459
L9 2	336497	396063
L9 3	335995	396369
L9 4	336436	396945
L9 5	336900	398230
L9 6	338233	395654
L9 7	337485	396521
L9 8	336041	396850
L9 9	337382	397140
L9	336806	396517
L	338576	394379
LA1 1	347676	461692
LA1 2	347421	463071
LA1 3	348515	461787
LA1 4	348240	459770
LA1 5	346806	461501
LA1 9	347637	461610
LA1	347727	461475
LA10 5	367924	491065
LA10	367924	491065
LA11 6	340882	480543
LA11 7	338542	476873
LA11	339701	478691
LA12 0	326849	475492
LA12 7	328905	479405
LA12 8	333866	486594
LA12 9	329132	476703
LA12	329432	479176
LA13 0	322489	469675
LA13 9	321106	469907
LA13	321757	469798
LA14 1	319955	469521
LA14 2	319974	468830
LA14 3	318112	468778
LA14 4	320312	472144
LA14 5	319987	470357
LA14 9	319952	469417
LA14	319625	469863
LA15 8	323056	473962
LA15	323056	473962
LA16 7	321599	477537
LA16	321599	477537
LA17 7	323481	483235
LA17	323481	483235
LA18 4	316814	479774
LA18 5	316977	482063
LA18 9	317372	480023
LA18	316888	480732
LA19 5	310567	489492
LA19	310567	489492
LA2 0	347655	455311
LA2 6	348605	465512
LA2 7	366221	469085
LA2 8	366789	467867
LA2 9	353548	461259
LA2	356009	463546
LA20 6	321582	489380
LA20	321582	489380
LA21 8	330180	497020
LA21	330180	497020
LA22 0	336847	500923
LA22 9	335106	505535
LA22	335884	503475
LA23 1	340827	499824
LA23 2	341232	497817
LA23 3	340286	495576
LA23	340761	497753
LA3 1	342266	463137
LA3 2	341613	461233
LA3 3	343954	461536
LA3	342534	461945
LA4 4	343387	463696
LA4 5	344127	464298
LA4 6	345394	464459
LA4	344290	464149
LA5 0	346052	476977
LA5 8	348256	467904
LA5 9	349867	471493
LA5	348376	472298
LA6 1	352681	474255
LA6 2	361096	478952
LA6 3	368558	473207
LA6	360092	475688
LA7 7	349670	481377
LA7	349670	481377
LA8 0	354943	488621
LA8 8	347227	489387
LA8 9	350412	498122
LA8	350623	492301
LA9 4	351409	492819
LA9 5	351114	492339
LA9 6	352032	493784
LA9 7	352360	491161
LA9 9	351548	492734
LA9	351734	492506
LA	340901	475593
LD1 5	307686	261176
LD1 6	306125	265566
LD1 9	306082	261153
LD1	306841	263370
LD2 3	304658	250145
LD2 9	304108	251031
LD2	304656	250148
LD3 0	314233	235034
LD3 3	303059	227907
LD3 7	307785	226960
LD3 8	296646	227702
LD3 9	303075	230701
LD3	305811	229938
LD4 4	293579	247780
LD4	293579	247780
LD5 4	288960	248789
LD5	288960	248789
LD6 5	297210	269061
LD6	297210	269061
LD7 1	326076	273279
LD7 9	328710	272329
LD7	326102	273270
LD8 2	328802	263667
LD8	328802	263667
LD	308331	248778
LE1 1	459180	304463
LE1 2	459452	305165
LE1 3	458939	304926
LE1 4	458389	304796
LE1 5	458647	304284
LE1 6	458983	304031
LE1 7	459369	303666
LE1 8	459327	304196
LE1 9	459044	304151
LE1	459000	304433
LE10 0	441759	294094
LE10 1	443084	294450
LE10 2	443569	292579
LE10 3	443812	291259
LE10 9	442685	293755
LE10	442852	293413
LE11 1	453936	319975
LE11 2	453594	318179
LE11 3	452417	318712
LE11 4	451269	319659
LE11 5	452343	320494
LE11 9	453880	319759
LE11	452901	319359
LE12 5	452635	322990
LE12 6	457104	325452
LE12 7	458953	315343
LE12 8	456044	316823
LE12 9	447763	319261
LE12	454576	319165
LE13 0	474756	318901
LE13 1	475658	319616
LE13 9	475712	319619
LE13	475228	319272
LE14 2	476797	315233
LE14 3	469578	322034
LE14 4	477023	326758
LE14	474441	321326
LE15 0	486197	308768
LE15 6	485938	308868
LE15 7	488451	313694
LE15 8	490861	305610
LE15 9	487179	300098
LE15	487962	307281
LE16 0	474006	287631
LE16 7	473484	288941
LE16 8	479353	289343
LE16 9	472308	286075
LE16	475162	288202
LE17 4	454096	284813
LE17 5	454156	288868
LE17 6	461179	283793
LE17 9	454591	285947
LE17	455947	285813
LE18 1	460364	299628
LE18 2	460226	298484
LE18 3	461369	298502
LE18 4	458990	298561
LE18 9	460369	298836
LE18	460227	298783
LE19 0	450408	298451
LE19 1	454955	301092
LE19 2	453974	297523
LE19 3	452715	297842
LE19 4	453225	299274
LE19 9	454144	298746
LE19	453602	298628
LE2 0	459880	304274
LE2 1	460042	303264
LE2 2	461703	302056
LE2 3	460243	301783
LE2 4	463265	300389
LE2 5	462306	300174
LE2 6	459058	300944
LE2 7	458424	303144
LE2 8	457855	301073
LE2 9	457371	299262
LE2	459916	301484
LE21 3	459327	304196
LE21 4	459327	304196
LE21 9	459327	304196
LE21	459327	304196
LE3 0	457245	303694
LE3 1	455799	303244
LE3 2	456205	301899
LE3 3	453926	302879
LE3 4	454610	301986
LE3 5	457788	304711
LE3 6	455803	304719
LE3 7	459327	304196
LE3 8	454576	305940
LE3 9	456515	305737
LE3	455842	304060
LE4 0	457457	306762
LE4 1	456827	308237
LE4 2	458056	307939
LE4 3	458844	309465
LE4 4	459536	309307
LE4 5	459258	306601
LE4 6	459989	306274
LE4 7	460478	307560
LE4 8	461375	309077
LE4 9	461453	306991
LE4	459319	307724
LE41 9	459525	306627
LE41	459525	306627
LE5 0	461055	305569
LE5 1	463326	306440
LE5 2	463586	305006
LE5 3	460416	304916
LE5 4	461672	304566
LE5 5	460892	303661
LE5 6	463032	303679
LE5 9	459327	304196
LE5	462006	304850
LE55 7	459294	304253
LE55 8	436927	316828
LE55	437822	316325
LE6 0	451418	307371
LE6	451418	307371
LE65 1	436559	316863
LE65 2	435194	316943
LE65 9	435777	316701
LE65	435927	316889
LE67 0	442542	314340
LE67 1	444367	310192
LE67 2	440639	312567
LE67 3	442362	314177
LE67 4	444578	314017
LE67 5	443584	316008
LE67 6	440780	310643
LE67 8	441391	317359
LE67 9	448793	310232
LE67	443265	313341
LE7 1	462095	311532
LE7 2	462825	311223
LE7 3	464501	312302
LE7 4	464855	314028
LE7 7	456395	310358
LE7 9	468465	303890
LE7	462942	309542
LE8 0	468109	293885
LE8 4	456752	297436
LE8 5	458656	295239
LE8 6	455896	296748
LE8 8	464816	293344
LE8 9	465970	297927
LE8	461358	295697
LE87 2	457625	300351
LE87 4	458892	304659
LE87	458695	303989
LE9 0	446362	297621
LE9 1	454775	294957
LE9 2	452029	304061
LE9 3	451528	296607
LE9 4	448836	294346
LE9 6	452805	292595
LE9 7	446766	297942
LE9 8	444524	297219
LE9 9	446633	303132
LE9	448795	297540
LE94 0	474422	287870
LE94 7	474422	287870
LE94	474422	287870
LE95 2	454913	301240
LE95	454913	301240
LE	458652	305403
LL11 0	333069	350647
LL11 1	333318	350525
LL11 2	333229	351789
LL11 3	327431	351346
LL11 4	331848	353290
LL11 5	328859	353462
LL11 6	330806	352340
LL11	330694	352281
LL12 0	334958	356525
LL12 7	334343	351622
LL12 8	334860	354199
LL12 9	330860	357200
LL12	333854	354878
LL13 0	337396	345369
LL13 7	333206	349736
LL13 8	334264	349982
LL13 9	336879	351367
LL13	335760	349050
LL14 1	329383	346522
LL14 2	329273	345875
LL14 3	328143	342654
LL14 4	331003	348869
LL14 5	328986	338318
LL14 6	330513	343947
LL14	329394	344295
LL15 1	312658	358890
LL15 2	311236	354955
LL15 9	312384	358343
LL15	311970	356987
LL16 3	305384	366276
LL16 4	307642	366069
LL16 5	300138	366538
LL16 9	305294	366056
LL16	304327	366296
LL17 0	304205	373838
LL17	304205	373838
LL18 1	300539	381180
LL18 2	301725	379947
LL18 3	301715	381901
LL18 4	302316	381048
LL18 5	300082	378597
LL18 6	306606	379409
LL18 9	301218	381267
LL18	301719	380310
LL19 0	301993	381521
LL19 7	305379	382989
LL19 8	305844	381760
LL19 9	307351	382733
LL19	306099	382495
LL20 7	322736	339592
LL20 8	321341	342416
LL20 9	321506	341977
LL20	322129	340821
LL21 0	303414	342462
LL21 1	307848	343565
LL21 9	307218	346356
LL21	305495	344547
LL22 7	294509	377781
LL22 8	290708	372808
LL22 9	297017	377656
LL22	293596	375725
LL23 7	292367	335403
LL23 9	293092	335849
LL23	292378	335410
LL24 0	280471	352646
LL24 9	279426	356420
LL24	280460	352684
LL25 0	274021	352382
LL25	274021	352382
LL26 0	280620	361734
LL26 9	279744	361731
LL26	280607	361734
LL27 0	278065	362735
LL27	278065	362735
LL28 4	283677	380359
LL28 5	281575	375917
LL28	282673	378237
LL29 0	284838	379259
LL29 6	284482	377581
LL29 7	284743	378836
LL29 8	286816	377970
LL29 9	287236	378282
LL29	286161	378309
LL30 1	278937	381322
LL30 2	277819	382210
LL30 3	281634	381520
LL30 9	278400	380756
LL30	279104	381669
LL31 9	279375	378643
LL31	279375	378643
LL32 8	277296	375066
LL32	277296	375066
LL33 0	268012	374446
LL33	268012	374446
LL34 6	272448	376573
LL34	272448	376573
LL35 0	261652	296338
LL35	261652	296338
LL36 0	258135	300451
LL36 6	259115	300977
LL36 9	260885	303356
LL36	260261	302686
LL37 2	260131	310194
LL37	260131	310194
LL38 2	261539	312819
LL38	261539	312819
LL39 1	264153	314533
LL39	264153	314533
LL40 1	272454	317597
LL40 2	274494	320839
LL40 9	272875	317703
LL40	273511	319269
LL41 3	269658	345673
LL41 4	270103	340024
LL41 9	270237	345852
LL41	269862	343100
LL42 1	261294	316215
LL42 9	261197	315967
LL42	261293	316212
LL43 2	258928	321718
LL43	258928	321718
LL44 2	258664	323551
LL44	258664	323551
LL45 2	258856	327037
LL45	258856	327037
LL46 2	258173	330768
LL46	258173	330768
LL47 6	261350	335840
LL47	261350	335840
LL48 6	260982	339646
LL48	260982	339646
LL49 0	256250	339162
LL49 9	256390	339001
LL49	256387	339005
LL51 9	249751	344225
LL51	249751	344225
LL52 0	249474	338753
LL52	249474	338753
LL53 5	237269	335143
LL53 6	235917	339652
LL53 7	231338	329981
LL53 8	224744	333162
LL53 9	237028	334216
LL53	232364	334780
LL54 5	242234	351410
LL54 6	248279	352529
LL54 7	249440	356575
LL54	246802	353719
LL55 1	249308	363675
LL55 2	248899	362209
LL55 3	256728	363528
LL55 4	256058	359443
LL55 9	249567	362716
LL55	252577	361906
LL56 4	252825	367649
LL56	252825	367649
LL57 1	258462	372124
LL57 2	257032	371601
LL57 3	262352	367449
LL57 4	258611	368559
LL57 9	257354	371541
LL57	258993	369937
LL58 8	260098	378079
LL58	260098	378079
LL59 5	255921	373052
LL59	255921	373052
LL60 6	248412	371098
LL60	248412	371098
LL61 5	253083	371910
LL61 6	246298	367021
LL61	248839	368852
LL62 5	240734	370828
LL62	240734	370828
LL63 5	235147	371942
LL63	235147	371942
LL64 5	232256	373174
LL64	232256	373174
LL65 1	224241	382668
LL65 2	225383	380776
LL65 3	232540	378783
LL65 4	233856	383758
LL65 9	225594	381320
LL65	228775	381324
LL66 0	239750	389723
LL66 9	241482	389370
LL66	239907	389691
LL67 0	236769	393297
LL67	236769	393297
LL68 0	236814	390307
LL68 8	243896	392564
LL68 9	244006	392210
LL68	241941	391667
LL69 9	245827	390211
LL69	245827	390211
LL70 9	247843	387663
LL70	247843	387663
LL71 7	240109	383071
LL71 8	243478	384590
LL71	242195	384011
LL72 8	250999	386289
LL72	250999	386289
LL73 8	250622	384375
LL73	250622	384375
LL74 8	251436	382355
LL74	251436	382355
LL75 7	250918	377230
LL75 8	252370	378745
LL75	252346	378720
LL76 8	250848	380553
LL76	250848	380553
LL77 7	245815	376184
LL77 8	246933	377704
LL77 9	246280	374051
LL77	245873	376162
LL78 7	248799	382198
LL78 8	249574	382531
LL78	249353	382436
LL	284430	360557
LN1 1	496918	371730
LN1 2	490283	377617
LN1 3	497272	372835
LN1	494290	374490
LN10 5	517778	368055
LN10 6	519594	363063
LN10	519298	363878
LN11 0	532480	389502
LN11 1	537896	387056
LN11 7	540350	393318
LN11 8	536315	385355
LN11 9	531120	385465
LN11	534886	388134
LN12 1	549775	385776
LN12 2	551564	382599
LN12 9	550620	385219
LN12	550899	383790
LN13 0	543067	378402
LN13 3	544683	375393
LN13 9	547499	375212
LN13	545731	376474
LN2 1	497788	371758
LN2 2	500340	374952
LN2 3	501323	379720
LN2 4	499333	372880
LN2 5	498559	371401
LN2	499609	374184
LN3 4	503158	372585
LN3 5	510050	373602
LN3	505601	372946
LN4 1	502323	369288
LN4 2	500679	366404
LN4 3	507816	359353
LN4 4	519148	356513
LN4	508106	362682
LN5 0	496608	356391
LN5 5	497215	370763
LN5 7	497532	370596
LN5 8	497094	369129
LN5 9	495241	363738
LN5	496583	365424
LN6 0	493873	369676
LN6 3	493750	368851
LN6 4	491327	370400
LN6 5	492465	371651
LN6 7	495996	369340
LN6 8	495000	367062
LN6 9	491230	365135
LN6	493786	368121
LN7 6	509935	400785
LN7	509935	400785
LN8 2	499775	389155
LN8 3	510215	389435
LN8 5	514073	378624
LN8 6	520286	390804
LN8 9	510261	389507
LN8	511394	387743
LN9 5	524574	370965
LN9 6	527843	370256
LN9 9	525886	369644
LN9	526118	370619
LN	510262	374534
LS1 1	429002	433476
LS1 2	429514	433575
LS1 3	429629	433927
LS1 4	429524	433377
LS1 5	429817	433579
LS1 6	430192	433573
LS1 7	430365	433390
LS1 8	429315	433579
LS1 9	429130	433576
LS1	429553	433549
LS10 1	431215	432014
LS10 2	431177	431043
LS10 3	431032	429251
LS10 4	430502	427951
LS10 9	431024	430387
LS10	430917	429661
LS11 0	428296	431014
LS11 1	429727	432216
LS11 5	429825	431135
LS11 6	429779	431277
LS11 7	429225	430681
LS11 8	428756	430875
LS11 9	429290	432376
LS11	429275	431217
LS12 1	427885	433089
LS12 2	427006	433972
LS12 3	426330	433538
LS12 4	426871	432478
LS12 5	425220	432032
LS12 6	427113	431616
LS12 9	426690	433015
LS12	426630	432850
LS13 1	422900	435955
LS13 2	424846	435330
LS13 3	424070	434906
LS13 4	424293	433992
LS13 9	424786	435309
LS13	424113	435006
LS14 1	434983	437179
LS14 2	435937	437527
LS14 3	437024	440594
LS14 5	436558	436195
LS14 6	435103	435511
LS14 9	435851	436908
LS14	435776	437007
LS15 0	434963	433228
LS15 4	439084	436963
LS15 5	436764	435730
LS15 7	435713	434200
LS15 8	436882	434718
LS15 9	436830	433188
LS15	436628	434550
LS16 0	425977	438923
LS16 5	426754	437588
LS16 6	425887	438938
LS16 7	425484	440110
LS16 8	427607	439742
LS16 9	425313	442947
LS16	426156	439586
LS17 0	427863	448181
LS17 1	430772	439564
LS17 5	429408	438790
LS17 6	430684	438585
LS17 7	429861	440133
LS17 8	432487	439798
LS17 9	434948	443350
LS17	431115	440472
LS18 4	423887	437656
LS18 5	423776	438756
LS18	423830	438218
LS19 6	421206	439536
LS19 7	420681	441032
LS19 9	420388	440830
LS19	420853	440454
LS2 3	429740	434352
LS2 7	430454	433651
LS2 8	429882	433958
LS2 9	429429	434647
LS2	429916	434100
LS20 8	418302	441802
LS20 9	419397	442283
LS20	418803	442022
LS21 1	422826	445189
LS21 2	420101	448149
LS21 3	420083	445085
LS21 9	420339	445443
LS21	421074	446219
LS22 4	437733	448752
LS22 5	440112	448084
LS22 6	440132	448438
LS22 7	440301	449247
LS22 9	440524	448408
LS22	439787	448544
LS23 6	442555	444632
LS23 7	443356	447193
LS23	442767	445309
LS24 0	448375	443524
LS24 8	449669	444837
LS24 9	449036	440498
LS24	449190	441819
LS25 1	440312	432935
LS25 2	441280	433152
LS25 3	443361	437092
LS25 4	443798	432778
LS25 5	449691	430109
LS25 6	449948	433493
LS25 7	441436	430587
LS25 9	450702	432629
LS25	444260	432347
LS26 0	434158	428469
LS26 1	439221	432401
LS26 8	437130	429109
LS26 9	439280	426986
LS26	436357	428627
LS27 0	426066	426993
LS27 1	426528	427543
LS27 7	425616	429298
LS27 8	427026	427890
LS27 9	426241	428121
LS27	426239	428122
LS28 0	422159	433314
LS28 5	421298	435562
LS28 6	422219	434517
LS28 7	421722	433612
LS28 8	421533	432911
LS28 9	422933	432947
LS28	421837	434019
LS29 0	409075	449609
LS29 1	411902	447486
LS29 6	417233	443871
LS29 7	416227	446088
LS29 8	412644	447641
LS29 9	411104	447557
LS29	413078	447087
LS3 1	428837	434019
LS3	428837	434019
LS4 2	427485	434935
LS4	427485	434935
LS5 2	427019	435667
LS5 3	426037	436076
LS5	426041	436074
LS6 1	428406	435066
LS6 2	429096	435733
LS6 3	427395	436140
LS6 4	428487	437311
LS6 9	430515	435070
LS6	428393	436053
LS7 1	430477	434655
LS7 2	429618	436473
LS7 3	430499	436402
LS7 4	430989	436334
LS7 9	430515	435070
LS7	430400	436108
LS8 1	431923	437824
LS8 2	432793	437338
LS8 3	433185	435753
LS8 4	431866	436051
LS8 5	431708	435143
LS8 9	431390	434663
LS8	432336	436552
LS88 1	432976	430045
LS88 8	432976	430045
LS88	432976	430045
LS9 0	432959	433062
LS9 1	432125	433831
LS9 6	432953	434619
LS9 7	431716	434191
LS9 8	431311	433153
LS9 9	432395	433457
LS9	432335	433800
LS98 1	431895	430929
LS98 3	431392	431444
LS98 4	429809	432844
LS98	431122	431666
LS99 2	432976	430045
LS99 3	420929	434553
LS99	431637	430546
LS	429420	436398
LU1 1	507959	221545
LU1 2	509061	221322
LU1 3	509425	220494
LU1 4	507017	219127
LU1 5	508192	220736
LU1 9	508662	221332
LU1	508430	220754
LU2 0	510001	221839
LU2 7	509300	223499
LU2 8	511785	223693
LU2 9	511588	221970
LU2	510572	222831
LU3 1	508050	223037
LU3 2	507294	224441
LU3 3	506151	225689
LU3 4	507503	225905
LU3	507184	224556
LU4 0	504342	223260
LU4 8	507068	222459
LU4 9	505540	223988
LU4	505470	223349
LU5 4	502962	222026
LU5 5	502253	224019
LU5 6	501769	228302
LU5	502358	224500
LU6 1	500848	222080
LU6 2	499039	219680
LU6 3	502320	220716
LU6 9	501584	222147
LU6	500870	221076
LU7 0	489008	223699
LU7 1	492170	225230
LU7 2	491006	225100
LU7 3	492857	225870
LU7 4	493127	224353
LU7 9	495090	221248
LU7	492006	224139
LU	503310	223022
M1 1	384478	398436
M1 2	384866	398082
M1 3	384448	397892
M1 4	384155	398001
M1 5	383946	397495
M1 6	384172	397694
M1 7	384470	397395
M1	384408	397904
M11 1	389188	397447
M11 2	387910	397622
M11 3	386745	398033
M11 4	388112	398706
M11	388085	398037
M12 4	386713	395955
M12 5	387122	396337
M12 6	385638	397437
M12	386668	396435
M13 0	386264	395480
M13 1	385576	396757
M13 9	385146	396683
M13	385759	396024
M14 0	385403	393643
M14 4	384394	395449
M14 5	385535	395283
M14 6	385630	393777
M14 7	384449	394559
M14	385119	394598
M15 4	382885	396948
M15 5	383296	396431
M15 6	384075	396605
M15	383373	396682
M16 0	381786	395354
M16 7	383086	395657
M16 8	383014	394733
M16 9	382308	395925
M16	382532	395402
M17 1	379305	396948
M17 8	376986	396714
M17	378795	396897
M18 7	388615	395629
M18 8	388859	396548
M18	388739	396096
M19 1	386418	392197
M19 2	387168	393740
M19 3	387783	394328
M19	387052	393321
M2 1	383994	398353
M2 2	384067	398218
M2 3	383994	398006
M2 4	383902	398207
M2 5	383720	398054
M2 6	383744	398265
M2 7	383820	398420
M2	383874	398210
M20 1	384169	393124
M20 2	384076	391568
M20 3	384732	392714
M20 4	385328	392701
M20 5	385120	390152
M20 6	385031	391429
M20	384667	391996
M21 0	382229	394107
M21 7	382552	392606
M21 8	381860	393389
M21 9	381358	394017
M21	381973	393512
M22 0	382965	386205
M22 1	382076	386457
M22 3	382893	388965
M22 4	383048	389408
M22 5	383460	386725
M22 8	382558	388493
M22 9	382612	387656
M22	382814	387715
M23 0	381241	390429
M23 1	381336	388835
M23 2	381191	387537
M23 9	380061	389384
M23	380895	389217
M24 1	387395	404891
M24 2	388144	406312
M24 4	385575	405995
M24 5	386323	406921
M24 6	387112	407019
M24	386987	406077
M25 0	382497	403055
M25 1	381899	403910
M25 2	382421	405147
M25 3	381120	404246
M25 9	381166	402896
M25	381792	403588
M26 1	377588	406041
M26 2	379184	407750
M26 3	377263	407628
M26 4	377816	408279
M26	377886	407309
M27 0	376767	401083
M27 4	378371	401564
M27 5	377782	401053
M27 6	377561	402789
M27 8	378857	402178
M27 9	376787	402373
M27	377734	401785
M28 0	372470	403143
M28 1	372271	400963
M28 2	375358	401114
M28 3	373936	403277
M28 7	373696	402021
M28	373648	402056
M29 7	369810	400698
M29 8	369542	402194
M29	369681	401418
M3 1	383849	399220
M3 2	383633	398399
M3 3	383426	398147
M3 4	383326	397798
M3 5	383218	398518
M3 6	382848	398838
M3 7	383360	398966
M3	383361	398559
M30 0	377157	398442
M30 7	375558	397806
M30 8	375849	399171
M30 9	377340	399412
M30	376546	398681
M31 4	371971	391518
M31	371971	391518
M32 0	380052	395285
M32 8	379841	394505
M32 9	378599	394822
M32	379546	394933
M33 2	380044	391648
M33 3	379089	391078
M33 4	377144	390841
M33 5	377041	392189
M33 6	378182	392317
M33 7	378724	392164
M33	378428	391637
M34 2	391020	395096
M34 3	392385	395721
M34 5	391864	397320
M34 6	392777	394790
M34 7	393276	394008
M34	392233	395502
M35 0	389396	400888
M35 9	390361	401536
M35	389852	401194
M38 0	371596	403582
M38 9	372233	404174
M38	372072	404024
M4 1	384395	398594
M4 2	384147	398697
M4 3	384039	398624
M4 4	384382	399207
M4 5	384748	398761
M4 6	385244	398680
M4 7	385632	398361
M4	384799	398738
M40 0	388396	402445
M40 1	388560	400144
M40 2	387643	400139
M40 3	388972	402122
M40 5	387609	401747
M40 7	385672	399446
M40 8	386015	400157
M40 9	387203	401792
M40	387423	400835
M41 0	376999	395231
M41 5	375627	394897
M41 6	374490	394305
M41 7	376418	395890
M41 8	374379	395406
M41 9	376916	394428
M41	375849	394976
M43 6	389667	398178
M43 7	390582	398875
M43	390186	398574
M44 0	371624	393622
M44 5	370927	392756
M44 6	372345	394767
M44	371725	393888
M45 6	381210	405308
M45 7	380175	405545
M45 8	381487	406070
M45	380855	405679
M46 0	366903	403068
M46 9	367995	403606
M46	367482	403353
M5 3	381689	397421
M5 4	381588	398237
M5 5	379767	398721
M5	381096	398093
M50 1	379292	398363
M50 2	380916	398035
M50 3	381141	397585
M50 9	381487	398312
M50	380751	397863
M6 5	380790	398908
M6 6	381444	399949
M6 7	379901	400091
M6 8	379153	399478
M6	380260	399588
M60 0	384797	398966
M60 1	384984	398961
M60 2	384473	398556
M60 3	385003	398974
M60 4	384863	398940
M60 6	385170	398215
M60 7	384634	398219
M60 8	384014	398397
M60 9	383364	398408
M60	384703	398783
M61 0	383867	398089
M61	383867	398089
M7 1	382748	399754
M7 2	382668	400672
M7 3	381578	401501
M7 4	383201	401455
M7	382714	401021
M8 0	384464	400940
M8 1	383954	401134
M8 4	383949	402715
M8 5	384397	401996
M8 8	384039	400175
M8 9	383897	401176
M8	384160	401361
M9 0	384837	404311
M9 4	386454	401772
M9 5	385782	401265
M9 6	386179	403705
M9 7	387235	403080
M9 8	385080	403087
M9 9	385744	402017
M9	385904	402831
M90 1	382148	385071
M90 2	382004	384996
M90 3	382068	385713
M90 4	381601	385664
M90 5	380990	385080
M90	381645	385410
M99 1	384818	398798
M99 2	384680	398530
M99	384786	398736
M	382188	397799
ME1 1	574333	168115
ME1 2	574639	166539
ME1 3	573152	165523
ME1 9	574559	168230
ME1	574060	166766
ME10 1	589633	163536
ME10 2	590518	165249
ME10 3	591822	164018
ME10 4	591073	163058
ME10 5	589433	164899
ME10 9	590749	163585
ME10	590614	164003
ME11 5	591096	171839
ME11	591096	171839
ME12 1	591799	174415
ME12 2	594097	173814
ME12 3	594259	172455
ME12 4	600932	171238
ME12	595074	173009
ME13 0	598719	157567
ME13 7	601080	161634
ME13 8	601672	160906
ME13 9	605472	159427
ME13	601813	160018
ME14 1	576114	155955
ME14 2	576204	157057
ME14 3	578311	158642
ME14 4	579510	155729
ME14 5	577326	156274
ME14 9	575905	156138
ME14	577188	156554
ME15 0	573725	152114
ME15 6	575950	154778
ME15 7	577266	154163
ME15 8	578720	153893
ME15 9	577556	152646
ME15	576816	153604
ME16 0	574405	156454
ME16 8	574837	155211
ME16 9	573142	154895
ME16	574288	155711
ME17 1	584713	152844
ME17 2	588919	151636
ME17 3	581453	150174
ME17 4	575717	151207
ME17	582365	151524
ME18 5	568150	153390
ME18 6	569803	149629
ME18	568756	152010
ME19 4	567974	155950
ME19 5	566959	159074
ME19 6	569205	157678
ME19	568061	157492
ME2 1	570472	165437
ME2 2	572263	168717
ME2 3	573052	169751
ME2 4	574475	169859
ME2	572839	168830
ME20 6	570524	158894
ME20 7	572706	159164
ME20	571489	159013
ME3 0	588361	176284
ME3 7	572249	173506
ME3 8	575918	173406
ME3 9	580062	173957
ME3	577135	173822
ME4 3	576901	170471
ME4 4	576036	168291
ME4 5	576388	166903
ME4 6	575463	166922
ME4	576088	167707
ME5 0	576040	164771
ME5 7	577082	165930
ME5 8	577023	163174
ME5 9	575616	163213
ME5	576448	164158
ME6 5	570049	161583
ME6 9	569393	159524
ME6	569869	161019
ME7 1	577508	168844
ME7 2	578692	168124
ME7 3	578940	164553
ME7 4	577762	167838
ME7 5	576979	168014
ME7	577952	167592
ME8 0	580132	165013
ME8 6	579837	167066
ME8 7	581558	166591
ME8 8	581988	165441
ME8 9	580899	164445
ME8	580846	165666
ME9 0	592470	158822
ME9 7	585052	164821
ME9 8	588929	164145
ME9 9	594844	162894
ME9	589744	163043
ME99 2	575794	156256
ME99	575794	156256
ME	580347	162485
MK1 1	487455	234961
MK1	487455	234961
MK10 0	490327	238317
MK10 1	489184	237919
MK10 7	490124	239452
MK10 9	489158	238714
MK10	489342	238508
MK11 1	479083	240255
MK11 2	480141	239661
MK11 3	480782	239254
MK11	479445	240045
MK12 5	481188	240851
MK12 6	481293	240001
MK12	481219	240600
MK13 0	482736	240879
MK13 7	483621	240458
MK13 8	484047	239201
MK13 9	483266	239559
MK13	483455	240092
MK14 5	485425	241985
MK14 6	484698	240876
MK14 7	485574	240001
MK14	485235	241048
MK15 0	487732	239289
MK15 8	487026	240954
MK15 9	487362	240744
MK15	487363	240439
MK16 0	487632	243061
MK16 8	486183	244673
MK16 9	489404	244850
MK16	487602	244245
MK17 0	481401	231406
MK17 8	492874	236424
MK17 9	492667	232396
MK17	489175	233670
MK18 1	469807	234056
MK18 2	471729	228553
MK18 3	476851	227162
MK18 4	466121	231115
MK18 5	468914	237694
MK18 6	470668	235133
MK18 7	470546	233627
MK18	470805	231686
MK19 6	477013	239882
MK19 7	480465	245037
MK19	478636	242305
MK2 2	487670	233820
MK2 3	487553	232495
MK2	487617	233224
MK3 5	485592	233026
MK3 6	486131	234303
MK3 7	485346	234245
MK3	485640	233966
MK4 1	485045	235327
MK4 2	484192	234785
MK4 3	483543	233914
